gender,age,ingroup.value,ingroup.like,ingroup.connected,outgroup.value,outgroup.like,outgroup.connected,ingroup.average,outgroup.average,condition,rating
1,50,100,100,100,35.78,9.57,0,100,-69.76666667,neutral.baseline,100
1,30,95.85,96.04,97.55,3.21,2.83,0.38,92.96,-95.72,ingroup.cogload,61.13
1,31,99.62,99.62,99.81,15.28,0,0,99.36666667,-89.81333333,ingroup.baseline,81.13
1,24,62.64,63.21,51.32,53.21,52.64,17.17,18.11333333,-17.98666667,neutral.cogload,67.92
1,37,48.4,39.92,27.31,13.37,15.07,15.63,-22.91333333,-70.62,ingroup.cogload,60.83
1,61,100,100,100,0,0,0,100,-100,ingroup.baseline,100
1,24,97.36,86.98,81.32,80.75,25.09,32.83,77.10666667,-7.553333333,ingroup.baseline,68.68
1,38,59.62,57.17,61.32,20,5.66,0,18.74,-82.89333333,ingroup.cogload,14.72
1,23,59.81,59.25,52.45,58.11,56.98,44.72,14.34,6.54,neutral.baseline,20
1,20,69.62,77.74,86.98,62.64,71.7,71.89,56.22666667,37.48666667,outgroup.baseline,51.7
1,33,60.19,60.38,65.28,27.36,26.98,0,23.9,-63.77333333,outgroup.cogload,33.21
1,25,22.79,48.78,4.52,1.69,50.09,0,-49.27333333,-65.48,ingroup.baseline,80.41
1,45,66.04,66.98,50,13.96,7.21,2.45,22.01333333,-84.25333333,outgroup.cogload,0.56
1,22,83.96,91.51,93.96,6.79,10,8.3,79.62,-83.27333333,ingroup.baseline,87.92
1,25,63.4,80.19,59.25,21.89,14.53,23.96,35.22666667,-59.74666667,neutral.baseline,36.98
1,33,82.45,78.49,91.32,2.26,0,2.45,68.17333333,-96.86,neutral.baseline,82.26
1,29,62.83,81.32,73.96,45.28,44.53,48.49,45.40666667,-7.8,outgroup.cogload,-20.38
1,22,98.11,95.09,67.55,4.15,4.72,24.53,73.83333333,-77.73333333,outgroup.baseline,80.38
1,44,49.43,62.83,63.21,0,0,0,16.98,-100,ingroup.cogload,100
1,28,51.7,45.09,50.94,49.06,48.3,43.4,-1.513333333,-6.16,ingroup.cogload,3.77
1,18,28.49,26.98,27.36,0,0,0,-44.78,-100,neutral.baseline,80.38
1,21,41.89,50.75,23.21,17.55,17.74,19.43,-22.76666667,-63.52,neutral.baseline,58.49
1,25,55.32,39.25,40.75,54.34,29.43,16.23,-9.786666667,-33.33333333,ingroup.baseline,41.51
1,23,60.19,66.98,52.64,0,0,0,19.87333333,-100,ingroup.cogload,77.36
1,30,57.92,54.91,57.17,56.04,50.57,50.94,13.33333333,5.033333333,ingroup.baseline,100
1,30,62.26,58.49,60,14.15,0,2.64,20.5,-88.80666667,neutral.baseline,52.08
1,46,52.83,54.34,53.21,48.3,47.92,43.58,6.92,-6.8,outgroup.baseline,97.74
1,20,54.15,60.19,38.87,15.85,0,0,2.14,-89.43333333,outgroup.cogload,40.75
1,20,72.64,67.74,65.28,37.55,30.19,33.21,37.10666667,-32.7,outgroup.cogload,48.3
1,32,100,100,80,0,0,0,86.66666667,-100,neutral.baseline,67.55
1,28,88.14,84.93,88.89,18.83,9.6,28.63,74.64,-61.96,ingroup.baseline,40.49
1,54,62.83,59.81,59.06,3.77,3.21,3.21,21.13333333,-93.20666667,ingroup.cogload,60.38
1,33,29.06,28.3,28.49,10.57,10.94,12.45,-42.76666667,-77.36,neutral.baseline,41.89
1,35,86.25,83.99,98.31,66.1,59.51,57.25,79.03333333,21.90666667,ingroup.cogload,100
1,49,55.93,56.31,61.96,35.03,19.59,3.39,16.13333333,-61.32666667,outgroup.cogload,22.41
1,30,71.13,66.98,48.87,0,0,0,24.65333333,-100,neutral.baseline,100
1,22,64.53,68.49,66.79,39.43,34.34,21.51,33.20666667,-36.48,outgroup.baseline,53.96
1,33,69.3,73.26,75.52,0,0,0,45.38666667,-100,ingroup.baseline,69.49
1,21,69.81,76.23,51.51,36.79,33.96,37.17,31.7,-28.05333333,ingroup.cogload,51.7
1,39,57.44,58,56.12,41.62,42,41.43,14.37333333,-16.63333333,ingroup.baseline,29.57
1,35,92.47,86.25,77.21,21.09,11.3,0,70.62,-78.40666667,ingroup.cogload,42.75
1,35,63.77,72.08,62.08,43.58,44.15,45.09,31.95333333,-11.45333333,ingroup.cogload,42.26
1,20,70,69.62,75.47,30.38,30.57,31.7,43.39333333,-38.23333333,outgroup.cogload,-25.28
1,22,73.21,81.32,78.68,24.72,25.85,22.45,55.47333333,-51.32,outgroup.baseline,56.98
1,32,57.82,100,74.39,45.2,7.72,0,54.80666667,-64.72,outgroup.baseline,73.26
1,24,65.66,54.72,56.6,66.23,36.79,36.42,17.98666667,-7.04,outgroup.baseline,60.38
1,23,59.43,96.23,96.79,41.7,15.09,0,68.3,-62.14,outgroup.baseline,19.62
1,21,76.27,64.41,68.74,46.52,38.23,7.34,39.61333333,-38.60666667,neutral.baseline,28.06
1,30,57.89,53.85,42.69,24.04,15.19,6.54,2.953333333,-69.48666667,outgroup.baseline,40.64
1,24,61.15,40.77,23.65,64.04,10.39,8.08,-16.28666667,-44.99333333,ingroup.cogload,100
1,32,100,100,100,35.91,2.36,0,100,-74.48666667,ingroup.cogload,89.58
1,35,33.37,42.41,31.41,9.11,0,0,-28.54,-93.92666667,outgroup.cogload,-75.89
1,19,82.83,81.51,77.92,0,0,0,61.50666667,-100,neutral.baseline,58.87
1,27,26.62,36.04,42.53,6.82,2.6,0.97,-29.87333333,-93.07333333,ingroup.baseline,74.68
1,63,53.67,61.39,61.02,43.88,48.02,45.76,17.38666667,-8.226666667,outgroup.baseline,21.66
1,38,79.06,80.94,82.83,7.74,7.17,5.47,61.88666667,-86.41333333,outgroup.cogload,44.53
1,32,54.24,60.26,32.39,38.79,10.92,23.54,-2.073333333,-51.16666667,neutral.baseline,44.26
1,37,81.7,77.55,71.13,28.49,26.23,21.89,53.58666667,-48.92666667,neutral.baseline,19.62
1,22,61.13,59.81,61.7,37.55,36.42,31.51,21.76,-29.68,ingroup.cogload,27.17
1,22,100,100,100,50.09,0,0,100,-66.60666667,outgroup.cogload,100
1,63,23.02,22.64,0,0,0,0,-69.56,-100,outgroup.baseline,51.7
1,23,58.87,71.32,71.51,0,0,0,34.46666667,-100,neutral.cogload,41.13
1,21,66.6,71.89,44.34,60.38,17.74,38.11,21.88666667,-22.51333333,outgroup.baseline,7.17
1,32,75.28,78.3,74.15,6.79,16.6,0,51.82,-84.40666667,neutral.baseline,63.77
1,21,82.83,90.19,38.3,0,0,0,40.88,-100,ingroup.baseline,83.02
1,28,62.08,62.64,56.23,63.02,30.57,40.94,20.63333333,-10.31333333,neutral.baseline,40.38
1,27,60.38,61.13,54.53,57.74,24.91,25.09,17.36,-28.17333333,ingroup.cogload,60
1,46,72.24,74.48,72.41,40,27.24,24.48,46.08666667,-38.85333333,outgroup.baseline,38.28
1,22,73.63,63.28,56.69,58,38.79,25.8,29.06666667,-18.27333333,outgroup.cogload,84.56
1,31,56.42,22.83,7.36,14.15,5.09,0,-42.26,-87.17333333,outgroup.cogload,63.77
1,25,84.91,89.81,75.47,0,0,0,66.79333333,-100,outgroup.baseline,59.25
1,21,93.4,85.47,82.64,23.58,4.15,0,74.34,-81.51333333,neutral.baseline,73.96
1,21,60.19,60.94,54.34,6.42,5.66,6.23,16.98,-87.79333333,ingroup.cogload,80
1,20,44.44,61.58,42.18,42.18,42,43.13,-1.2,-15.12666667,outgroup.baseline,20.9
1,18,18.11,25.09,20,0,0.19,1.32,-57.86666667,-98.99333333,outgroup.cogload,50.94
1,30,75.66,60,28.49,6.98,6.6,42.83,9.433333333,-62.39333333,outgroup.baseline,43.4
1,42,73.63,63.09,39.92,30.32,13.75,27.68,17.76,-52.16666667,ingroup.cogload,61.58
1,30,58.38,58.57,57.06,61.58,59.89,52.92,16.00666667,16.26,outgroup.baseline,12.99
1,43,86.82,71.94,79.85,53.48,14.31,30.51,59.07333333,-34.46666667,outgroup.cogload,100
1,29,86.6,33.02,75.47,34.91,66.04,23.21,30.06,-17.22666667,neutral.baseline,78.87
1,30,81.7,81.51,68.68,31.7,17.92,6.42,54.59333333,-62.64,ingroup.cogload,77.74
1,19,100,70,49.81,13.96,0,0,46.54,-90.69333333,neutral.baseline,41.13
1,34,100,100,100,0,0,0,100,-100,neutral.cogload,60.45
1,28,82.64,75.09,30,76.98,38.49,63.02,25.15333333,18.99333333,ingroup.baseline,-38.11
1,23,29.43,49.43,31.89,22.83,16.04,6.79,-26.16666667,-69.56,ingroup.cogload,28.68
1,23,66.98,69.06,42.08,62.08,51.7,38.68,18.74666667,1.64,outgroup.baseline,48.3
1,33,65.28,63.4,24.91,32.83,1.89,0,2.393333333,-76.85333333,outgroup.baseline,100
1,34,76.6,74.15,90,5.28,6.23,0,60.5,-92.32666667,ingroup.cogload,41.89
1,24,77.55,72.64,65.28,61.32,55.85,56.6,43.64666667,15.84666667,outgroup.baseline,59.62
1,59,61.13,61.7,63.02,20.75,20.57,21.51,23.9,-58.11333333,neutral.baseline,62.26
1,24,67.36,68.11,60.38,58.49,60.38,54.72,30.56666667,15.72666667,outgroup.baseline,59.62
1,24,27.74,26.04,27.17,8.87,5.85,6.04,-46.03333333,-86.16,outgroup.cogload,61.51
1,22,100,90.75,90.38,0,6.6,0,87.42,-95.6,neutral.cogload,100
1,36,63.21,68.68,63.21,36.23,30,22.64,30.06666667,-40.75333333,outgroup.baseline,100
1,29,61.21,69.87,65.16,24.67,19.21,7.91,30.82666667,-65.47333333,outgroup.cogload,-4.71
1,31,85.85,80.57,59.43,39.43,30.38,10.94,50.56666667,-46.16666667,neutral.baseline,8.3
1,34,92.84,83.05,98.49,17.51,39.74,2.82,82.92,-59.95333333,outgroup.baseline,54.8
1,32,73.02,72.26,60,15.28,17.36,26.04,36.85333333,-60.88,outgroup.cogload,-64.15
1,34,100,100,100,0,0,0,100,-100,neutral.cogload,79.95
1,33,26.98,47.55,21.13,86.23,80.38,77.36,-36.22666667,62.64666667,outgroup.baseline,39.62
1,25,77.92,48.49,25.09,82.26,50,55.09,1,24.9,neutral.cogload,18.11
1,56,86.63,76.65,72.13,45.01,8.47,2.45,56.94,-62.71333333,ingroup.baseline,81.54
1,46,56.87,58,56.31,5.65,12.43,14.5,14.12,-78.28,ingroup.cogload,-66.1
1,24,61.02,61.21,61.39,55.56,37.48,37.66,22.41333333,-12.86666667,neutral.baseline,32.58
1,25,71.75,58.12,26.62,48.05,29.22,53.57,4.326666667,-12.77333333,ingroup.baseline,42.21
1,35,75.09,75.85,75.09,33.58,33.4,32.45,50.68666667,-33.71333333,ingroup.baseline,20
1,27,63.77,69.06,38.87,12.08,0,0,14.46666667,-91.94666667,ingroup.cogload,50.57
1,47,89.43,90.75,83.96,10.19,1.89,0,76.09333333,-91.94666667,outgroup.cogload,47.92
1,34,83.99,79.85,60.08,77.78,68.17,34.65,49.28,20.4,outgroup.baseline,19.74
1,29,94.81,93.18,95.13,50,11.04,11.69,88.74666667,-51.51333333,ingroup.cogload,-5.19
1,22,72.64,72.45,73.77,26.23,21.13,0,45.90666667,-68.42666667,ingroup.baseline,60.75
1,25,23.77,17.17,34.15,15.09,9.06,5.85,-49.94,-80,outgroup.baseline,90.19
1,23,100,88.87,79.25,83.58,0,0,78.74666667,-44.28,outgroup.cogload,60.75
1,33,95.66,76.79,99.25,91.89,37.36,7.55,81.13333333,-8.8,ingroup.baseline,28.3
1,42,80.19,62.08,56.23,0,21.7,9.62,32.33333333,-79.12,outgroup.cogload,100
1,25,68.68,79.62,63.96,9.43,6.6,7.17,41.50666667,-84.53333333,outgroup.baseline,86.04
1,30,70.38,70.19,63.96,39.81,36.04,35.85,36.35333333,-25.53333333,neutral.cogload,-49.43
1,44,100,100,100,0,0,0,100,-100,ingroup.baseline,100
1,31,80.79,82.11,75.33,17.14,7.53,13.56,58.82,-74.51333333,ingroup.cogload,61.21
1,24,52.26,51.13,46.23,53.96,44.15,52.83,-0.253333333,0.626666667,outgroup.baseline,44.53
1,33,64.6,63.47,22.03,0,0,0,0.066666667,-100,ingroup.cogload,82.67
1,38,57.74,61.7,63.02,58.3,21.13,0.19,21.64,-46.92,outgroup.baseline,40
1,34,43.4,40.94,51.13,22.45,10.38,6.79,-9.686666667,-73.58666667,ingroup.cogload,22.26
1,28,72.69,72.5,67.42,15.44,0,0,41.74,-89.70666667,outgroup.baseline,81.17
1,24,72.26,58.87,52.83,71.32,46.23,38.68,22.64,4.153333333,ingroup.cogload,-31.32
1,25,72.08,72.64,60.94,35.85,23.21,3.96,37.10666667,-57.98666667,neutral.baseline,37.74
1,27,53.77,54.15,28.49,26.42,21.32,12.64,-9.06,-59.74666667,neutral.baseline,80.38
1,33,60.83,73.45,64.22,30.13,17.7,0,32.33333333,-68.11333333,ingroup.baseline,61.96
1,25,30.51,33.33,32.39,56.87,56.5,52.92,-35.84666667,10.86,neutral.cogload,13.75
1,25,50,50,50,50,50,50,0,0,ingroup.baseline,61.13
1,26,95.28,86.6,63.77,8.3,6.04,0,63.76666667,-90.44,ingroup.baseline,80
1,32,97.74,71.51,60,95.66,38.49,13.4,52.83333333,-1.633333333,ingroup.baseline,57.74
1,27,55.85,56.42,51.51,50,53.77,48.68,9.186666667,1.633333333,ingroup.baseline,81.13
1,28,93.96,88.49,72.83,0,0,0,70.18666667,-100,neutral.cogload,95.09
1,22,42.45,50,50,29.25,34.15,14.15,-5.033333333,-48.3,neutral.baseline,26.79
1,22,69.81,62.45,68.49,23.02,35.47,16.6,33.83333333,-49.94,neutral.baseline,31.32
1,34,52.26,52.26,48.3,2.45,1.89,1.51,1.88,-96.1,outgroup.baseline,99.25
1,28,72.69,66.29,65.16,40.87,37.85,35.97,36.09333333,-23.54,ingroup.baseline,68.74
1,24,100,100,100,0,0,0,100,-100,outgroup.baseline,80.34
1,26,23.4,20.94,20,4.34,1.89,3.4,-57.10666667,-93.58,ingroup.cogload,63.4
1,26,66.6,61.13,58.3,59.25,53.02,38.68,24.02,0.633333333,outgroup.cogload,83.77
1,19,58.87,83.4,59.25,28.68,36.42,29.43,34.34666667,-36.98,ingroup.baseline,23.77
1,43,67.98,74.58,75.33,0,0,0,45.26,-100,ingroup.cogload,98.87
1,22,50,61.32,62.83,30.94,38.87,10.19,16.1,-46.66666667,outgroup.baseline,10.19
1,22,69.43,49.81,50.38,69.62,34.53,35.28,13.08,-7.046666667,ingroup.baseline,0.38
1,28,100,100,100,12.26,0,0,100,-91.82666667,ingroup.baseline,62.64
1,36,73.26,86.82,79.28,20.9,2.82,0,59.57333333,-84.18666667,outgroup.cogload,-1.32
1,30,91.7,82.08,94.53,0,0,0,78.87333333,-100,outgroup.cogload,92.08
1,27,85.28,64.15,76.6,24.34,12.45,21.51,50.68666667,-61.13333333,ingroup.cogload,80.38
1,22,83.96,71.51,76.79,0,0,0,54.84,-100,neutral.cogload,78.87
1,24,71.51,70.57,74.15,60.57,0.57,3.4,44.15333333,-56.97333333,neutral.baseline,41.89
1,24,58.87,57.36,56.79,1.32,0,0,15.34666667,-99.12,neutral.cogload,60.38
1,51,70.62,64.6,63.84,15.63,13.56,8.47,32.70666667,-74.89333333,outgroup.baseline,74.76
1,26,100,100,100,0,0,0,100,-100,ingroup.baseline,100
1,27,62.83,70,54.15,37.36,28.49,21.89,24.65333333,-41.50666667,neutral.cogload,80.38
1,36,53.96,59.81,56.04,47.36,37.74,36.79,13.20666667,-18.74,outgroup.baseline,81.51
1,31,43.5,31.64,14.12,24.48,12.05,0,-40.49333333,-75.64666667,neutral.baseline,30.32
1,35,72.45,73.02,70.75,3.58,0,0,44.14666667,-97.61333333,neutral.baseline,61.13
1,30,53.96,55.66,11.32,37.17,36.6,10.38,-19.37333333,-43.9,neutral.baseline,73.21
1,20,45.47,45.47,33.4,0,0,0,-17.10666667,-100,outgroup.cogload,78.49
1,26,78.87,61.13,74.34,52.83,47.17,44.53,42.89333333,-3.646666667,neutral.cogload,39.62
1,28,74.58,54.99,56.12,45.39,33.52,7.91,23.79333333,-42.12,neutral.cogload,36.35
1,50,73.21,88.11,54.91,0,4.53,0,44.15333333,-96.98,ingroup.cogload,84.53
1,35,56.42,56.79,60.94,33.96,9.62,9.06,16.1,-64.90666667,outgroup.baseline,73.58
1,23,69.11,67.04,67.8,24.29,23.73,0,35.96666667,-67.98666667,ingroup.cogload,77.02
1,25,70.57,76.6,42.83,63.4,52.64,37.17,26.66666667,2.14,neutral.baseline,22.26
1,20,43.21,44.53,41.7,40,44.53,44.91,-13.70666667,-13.70666667,ingroup.baseline,41.13
1,38,91.32,92.83,92.64,20.57,9.81,0,84.52666667,-79.74666667,outgroup.cogload,60.38
1,27,88.3,84.72,100,8.3,3.58,0,82.01333333,-92.08,neutral.baseline,16.6
1,28,100,96.42,95.47,71.7,24.72,0,94.59333333,-35.72,ingroup.cogload,46.42
1,29,60.64,90.02,37.1,7.72,17.89,8.47,25.17333333,-77.28,neutral.baseline,49.91
1,29,83.77,82.45,79.06,44.34,19.25,0,63.52,-57.60666667,ingroup.baseline,86.42
1,40,51.51,63.58,67.17,46.42,57.17,27.74,21.50666667,-12.44666667,neutral.cogload,49.43
1,25,33.4,62.64,16.42,17.17,38.87,2.64,-25.02666667,-60.88,ingroup.baseline,50.57
1,73,90.21,92.09,92.84,22.98,3.77,5.46,83.42666667,-78.52666667,outgroup.cogload,78.91
1,24,61.89,87.36,54.15,0,4.15,0,35.6,-97.23333333,outgroup.cogload,87.55
1,25,70,63.02,63.21,0,0,0,30.82,-100,neutral.cogload,53.58
1,28,68.87,66.04,74.34,35.28,28.49,34.15,39.5,-34.72,outgroup.baseline,-22.26
1,31,62.64,60.94,57.92,33.77,21.13,0,21,-63.4,ingroup.cogload,68.68
1,62,58.11,71.89,71.89,9.81,9.25,0,34.59333333,-87.29333333,outgroup.baseline,22.26
1,35,100,100,100,0,0,0,100,-100,outgroup.baseline,50.19
1,34,86.6,84.53,93.4,20.57,7.17,7.17,76.35333333,-76.72666667,neutral.baseline,81.51
1,31,69.49,63.09,67.98,23.35,23.92,0,33.70666667,-68.48666667,ingroup.cogload,11.49
1,29,88.14,88.51,89.08,0,5.46,6.59,77.15333333,-91.96666667,ingroup.baseline,0.56
1,65,50.09,71.19,59.7,14.88,4.9,13.94,20.65333333,-77.52,ingroup.cogload,42
1,31,93.02,81.7,82.08,15.28,0,0,71.2,-89.81333333,ingroup.cogload,76.98
1,27,37.1,21.28,0,15.44,21.28,0,-61.08,-75.52,outgroup.baseline,100
1,27,81.92,74.39,66.67,68.55,24.29,30.51,48.65333333,-17.76666667,ingroup.cogload,70.62
1,29,58,68.74,63.09,50.09,50.09,50.09,26.55333333,0.18,neutral.baseline,43.13
1,29,78.49,75.66,63.02,7.17,2.83,0,44.78,-93.33333333,outgroup.baseline,82.64
1,21,71.13,65.85,61.32,41.13,23.4,24.53,32.2,-40.62666667,ingroup.cogload,47.17
1,27,43.02,42.64,64.15,71.51,24.91,34.72,-0.126666667,-12.57333333,outgroup.cogload,-30.19
1,21,58.95,52.92,53.67,0,0,0,10.36,-100,ingroup.baseline,0.56
1,31,100,100,100,21.28,31.64,11.49,100,-57.06,outgroup.baseline,40.87
1,44,43.31,54.05,47.83,18.64,26.93,19.02,-3.206666667,-56.94,ingroup.cogload,13.37
1,22,55.18,56.5,27.12,66.67,26.18,28.06,-7.466666667,-19.39333333,neutral.cogload,37.1
1,41,56.79,79.06,29.25,88.11,62.45,23.58,10.06666667,16.09333333,neutral.baseline,52.08
1,23,93.41,96.61,92.47,4.33,0,0,88.32666667,-97.11333333,outgroup.baseline,99.62
1,26,96.05,83.43,95.86,10.36,18.27,5.08,83.56,-77.52666667,outgroup.cogload,-12.99
1,25,33.4,16.04,30.94,22.08,17.36,0.75,-46.41333333,-73.20666667,neutral.baseline,18.87
1,35,85.66,81.7,60,35.28,28.3,0,51.57333333,-57.61333333,outgroup.cogload,100
1,46,61.96,62.52,62.15,46.14,46.7,46.89,24.42,-6.846666667,neutral.baseline,37.85
1,44,81.92,75.89,63.09,0,0,0,47.26666667,-100,outgroup.baseline,60.45
1,49,100,100,100,0,0,0,100,-100,neutral.baseline,38.98
1,29,65.09,41.32,66.04,79.81,79.81,37.92,14.96666667,31.69333333,ingroup.baseline,61.51
1,30,70.57,34.15,81.7,0,17.17,0,24.28,-88.55333333,neutral.baseline,19.25
1,25,73.96,93.96,88.3,31.32,0,0.19,70.81333333,-78.99333333,outgroup.baseline,49.06
1,28,55.74,55.18,42.18,37.1,39.17,10.73,2.066666667,-42,ingroup.baseline,45.39
1,43,76.79,71.89,74.9,0.38,0,0,49.05333333,-99.74666667,ingroup.cogload,30.57
1,24,59.25,59.06,56.23,0,0,0,16.36,-100,neutral.baseline,51.32
1,39,78.72,68.93,36.35,78.34,66.29,26.37,22.66666667,14,outgroup.baseline,17.51
1,23,49.62,50,51.51,38.49,39.06,33.21,0.753333333,-26.16,ingroup.cogload,50.57
1,52,61.77,57.63,58.76,40.11,12.99,13.37,18.77333333,-55.68666667,ingroup.cogload,-32.58
1,40,55.09,52.64,28.11,52.83,49.43,9.81,-9.44,-25.28666667,neutral.baseline,32.45
1,30,60.75,58.98,100,41.69,37.03,35.25,46.48666667,-24.02,outgroup.cogload,-50.33
1,26,87.38,68.74,78.15,18.64,10.92,3.58,56.18,-77.90666667,neutral.cogload,48.4
1,22,70.75,58.68,51.51,77.74,26.6,50.38,20.62666667,3.146666667,outgroup.cogload,-10.57
1,54,68.3,70.94,72.26,17.17,17.17,1.32,41,-76.22666667,ingroup.baseline,64.15
1,44,54.99,59.51,60.64,57.06,46.14,36.35,16.76,-6.966666667,neutral.baseline,11.49
1,32,70.94,71.13,26.98,74.34,24.72,0,12.7,-33.96,neutral.baseline,21.13
1,26,41.24,62.9,51.6,28.06,3.58,0,3.826666667,-78.90666667,ingroup.cogload,69.49
1,39,100,100,100,0,0,0,100,-100,neutral.cogload,100
1,45,76.42,81.89,83.4,7.55,7.74,0,61.14,-89.80666667,ingroup.baseline,71.7
1,23,81.13,81.13,81.13,66.04,56.23,28.49,62.26,0.506666667,ingroup.cogload,93.58
1,28,33.02,39.81,15.66,6.23,0,3.77,-41.00666667,-93.33333333,outgroup.cogload,12.45
1,33,71.89,75.47,57.55,15.47,16.79,13.58,36.60666667,-69.44,ingroup.baseline,37.74
1,72,82.64,80.57,80.94,36.42,34.53,26.42,62.76666667,-35.08666667,outgroup.cogload,83.77
1,30,56.6,56.98,57.17,56.98,41.32,36.42,13.83333333,-10.18666667,neutral.baseline,20.53
1,30,78.11,91.7,79.81,21.51,19.81,4.34,66.41333333,-69.56,outgroup.cogload,82.26
1,50,68.49,68.49,82.26,56.98,44.34,34.53,46.16,-9.433333333,outgroup.cogload,57.36
1,37,80.98,43.13,50.09,80.79,21.09,50.09,16.13333333,1.313333333,outgroup.baseline,14.12
1,38,61.32,52.26,57.92,31.7,17.55,17.55,14.33333333,-55.46666667,outgroup.cogload,21.51
1,27,25.66,25.66,27.17,0,0,0,-47.67333333,-100,outgroup.baseline,100
1,25,33.15,31.83,30.51,21.28,21.28,23.35,-36.34,-56.06,ingroup.cogload,24.67
1,48,88.49,66.23,65.66,84.34,40.57,25.66,46.92,0.38,neutral.baseline,44.53
1,35,71.1,71.75,57.14,31.82,24.68,25,33.32666667,-45.66666667,outgroup.cogload,22.08
1,31,69.68,60.08,52.35,14.31,0,0,21.40666667,-90.46,outgroup.cogload,46.52
1,26,22.26,50,7.74,8.49,0,0,-46.66666667,-94.34,neutral.baseline,19.62
1,32,84.15,84.34,84.34,8.49,0.19,0,68.55333333,-94.21333333,outgroup.cogload,63.4
1,27,80.04,72.32,67.61,15.07,0,14.88,46.64666667,-80.03333333,ingroup.baseline,19.4
1,53,63.58,69.62,33.58,26.6,0,26.79,11.18666667,-64.40666667,neutral.baseline,60.75
